Price,Close,High,Low,Open,Volume,momentum_5,momentum_20,volatility_20,volume_avg_20,volume_surprise,intraday_change,imi,rsi,macd,macd_signal,bollinger_mavg,bollinger_hband,bollinger_lband
Ticker,PFE,PFE,PFE,PFE,PFE,,,,,,,,,,,,,
Date,,,,,,,,,,,,,,,,,,
2010-02-22,9.26933479309082,9.372613881656294,9.181546789207198,9.284826915909965,61134003,0.008427457948046113,-0.044329114673305026,0.012741633062025014,65300259.05,0.9361984759231978,-0.015492122819145138,40.20571041851183,42.799980628818744,-0.13178845016105,-0.13627093824285647,9.385921335220337,9.826252517797684,8.945590152642989
2010-02-23,9.124739646911621,9.26416662430069,9.093756450901221,9.212527618237722,50458353,-0.002821765121169717,-0.05374721417166384,0.013071987767683271,65226521.2,0.7735864502919404,-0.08778797132610094,23.391812686816465,37.54501918430939,-0.13436675882621962,-0.1358901023595291,9.360007047653198,9.797760430467482,8.922253664838914
2010-02-24,9.197039604187012,9.30548239580774,9.088595774428912,9.160891660934311,71379515,0.007923509061418699,-0.04269393875592631,0.013280735778676925,66497745.35,1.0734125589417447,0.03614794325270054,27.4853904389787,41.41811560058699,-0.12908803815358638,-0.13452968951834057,9.339498567581177,9.767325085331594,8.911672049830761
2010-02-25,9.13507080078125,9.155726617006264,9.000807476250044,9.073102313968986,56344732,-0.0022556185003840268,-0.060153951682605955,0.012906571876840453,66437066.55,0.8480918096766872,0.061968486812263635,39.07287597879023,39.175643146543855,-0.12842457991362366,-0.1333086675973972,9.310264492034912,9.709083454700627,8.911445529369198
2010-02-26,9.062771797180176,9.197035075374425,9.036952295344042,9.135067648085585,62436536,-0.024457934377250745,-0.049074742105563396,0.012378938881417749,66874365.9,0.9336392975054736,-0.0722958509054088,33.7500614204421,36.680390005297525,-0.132208690355748,-0.13308867214906736,9.286879205703736,9.686154611211917,8.887603800195555
2010-03-01,9.166051864624023,9.2228556055063,9.078264925711306,9.093757043795014,48087169,-0.011142431552238485,-0.039783733842129076,0.012735704830011886,66325168.65,0.7250214357351656,0.07229482082900951,40.7185483356379,42.33117120416112,-0.12542793172820943,-0.1315565240648958,9.267890787124633,9.651932929471199,8.883848644778068
2010-03-02,9.088593482971191,9.233185219526861,9.062773974930726,9.228020487409081,68147740,-0.00396133646976593,-0.05448548077069992,0.012633735383699921,67653240.25,1.0073093283953978,-0.13942700443788958,34.714985252486855,39.48513465420573,-0.12486500961081148,-0.13021822117407894,9.241704177856445,9.598702553559676,8.884705802153213
2010-03-03,8.944001197814941,9.088591870581954,8.88719745969367,9.011132322065395,114953456,-0.02751302780699927,-0.09129054180931773,0.011275966427027224,69837797.55,1.6460063179641324,-0.06713112425045331,35.63827894075407,34.78382447815582,-0.13453543799727186,-0.13108166453871753,9.19677767753601,9.45153455825378,8.942020796818241
2010-03-04,8.949167251586914,8.98531518884839,8.89236349848134,8.959495678577564,59990729,-0.02035053184026081,-0.06928018668585789,0.010458759530760125,66829739.55,0.8976651623057239,-0.010328426990650286,30.89886058264211,35.081233422928236,-0.14016671021570914,-0.13289867367411587,9.163470125198364,9.357610359197693,8.969329891199035
2010-03-05,9.02662467956543,9.036953104106342,8.897525082557266,8.974985671271726,68202654,-0.003988527839351885,-0.03050461562918294,0.008437785949528195,65272270.1,1.0448947753082667,0.05163900829370327,35.51904198006792,39.53370246900405,-0.13680239407841377,-0.13367941775497547,9.149269247055054,9.339787433790756,8.958751060319353
2010-03-08,8.959493637084961,9.088592197160144,8.918180976672984,9.083428503910008,51370695,-0.022535136238565845,-0.03396437269910357,0.008527263979011336,63076830.25,0.8144146558474219,-0.12393486682504751,35.51908138051876,37.15524298524294,-0.13796271509090197,-0.13453607722216077,9.13351912498474,9.3319417009728,8.93509654899668
2010-03-09,8.8975248336792,8.944001185607858,8.856213212945008,8.918180644046295,57489271,-0.021022906311079614,-0.034192936755101155,0.00853466085349054,63019793.05,0.9122415072735629,-0.02065581036709574,38.4615017607206,35.05845078978396,-0.14224295416050836,-0.13607745260983029,9.117768955230712,9.337471983617917,8.898065926843508
2010-03-10,8.856212615966797,8.95949269897731,8.835556806992065,8.887196848497322,59341465,-0.009815358910013505,-0.04082777249518521,0.00850595191418832,62246641.9,0.9533279738260065,-0.030984232530524736,35.2940902822646,33.69333536818873,-0.1472709770193319,-0.13831615749173062,9.098920440673828,9.339475262581244,8.858365618766411
2010-03-11,8.928509712219238,8.944001830646076,8.830394346365258,8.84072173322515,51448270,-0.002308319733773323,-0.025366015246488516,0.008683657941198521,61659295.15,0.8343960123910045,0.08778797899408808,35.29409189830629,38.226542762316285,-0.143764719706029,-0.1394058699345903,9.087301683425903,9.337034912602387,8.837568454249418
2010-03-12,8.820068359375,8.89752793478325,8.773593029384966,8.87687211721687,90062719,-0.02288300749426686,-0.04420779929971019,0.00876281976240573,63280131.1,1.4232385021086025,-0.05680375784186964,33.707846452045615,34.42483263943478,-0.1480298998759917,-0.1411306759228706,9.066904163360595,9.333409174919597,8.800399151801594
2010-03-15,8.913018226623535,8.923346652353754,8.77359122715656,8.794247040479924,46310547,-0.005187280927245186,-0.030336856575926996,0.009200833956973997,62942645.6,0.7357578722429805,0.11877118614361137,45.10868575835521,39.93859442531759,-0.14226981060042476,-0.14135850285838145,9.052961540222167,9.32102903919501,8.784894041249325
2010-03-16,8.913018226623535,8.9749867047307,8.835558667126651,8.944002465677118,56037175,0.001741314942520944,-0.02595930113189515,0.009178683955581848,62409553.5,0.8978941821783744,-0.030984239053582385,41.530016868681486,39.93859442531759,-0.13613561175944788,-0.14031392463859474,9.041084432601929,9.31183827061867,8.770330594585188
2010-03-17,8.887195587158203,8.938834583197604,8.861375051001797,8.913015085177904,59708468,0.0034984448245458655,-0.026032968495031783,0.009179368666012135,62324985.85,0.9580181557313583,-0.025819498019700404,36.36355349172681,38.88514535847247,-0.1318381381888578,-0.13861876734864736,9.029207229614258,9.305033416499612,8.753381042728904
2010-03-18,8.8975248336792,8.95949330291741,8.840721095635455,8.954328571722943,53653975,-0.0034703303842111843,-0.02820069973650252,0.009132992472743295,61997539.65,0.8654210361071966,-0.056803738043743834,36.99414439016647,39.57176054045929,-0.12614475731348662,-0.13612396534161522,9.016297340393066,9.291397770032585,8.741196910753548
2010-03-19,8.732276916503906,8.93367129403917,8.675472668721552,8.732276916503906,119353801,-0.009953601184709449,-0.060033326297964096,0.009081790378516072,65295563.65,1.8279006157258282,0.0,31.44651482616765,33.154358065215064,-0.13342875421071376,-0.13558492311543494,8.988411903381348,9.259930442960083,8.716893363802612
2010-03-22,8.856212615966797,8.907852657472054,8.768425687358398,8.778753072777338,74916107,-0.006373330471495908,-0.044568697360241716,0.009868357109518493,65984668.85,1.1353562623812425,0.07745954318945891,44.2176536106623,40.89604428325148,-0.12772842527890305,-0.13401362354812857,8.967755794525146,9.212147722232858,8.723363866817435
2010-03-23,9.057609558105469,9.078266411021431,8.8820356515541,8.923347281111734,77908623,0.016222488028806437,-0.007356931967792968,0.010813392864279028,67357182.35,1.1566490800516689,0.13426227699373428,56.87488934682496,50.856318355506886,-0.10574090807877035,-0.12835908045425692,8.964399290084838,9.201819389538002,8.726979190631674
2010-03-24,9.093755722045898,9.145394723970053,9.05760675968007,9.093755722045898,77922536,0.02324244277758103,-0.011230122581411206,0.01069078016949035,67684333.4,1.1512639939806217,0.0,57.594859593508794,52.406547771368906,-0.08442574154690696,-0.11957241267278694,8.959235095977784,9.180105968140856,8.738364223814711
2010-03-25,8.980147361755371,9.181542794506646,8.959492591166034,9.16088698578047,50807754,0.009286012640664643,-0.01695919412169522,0.010941732490721055,67407484.5,0.7537405434555268,-0.18073962402509913,44.26222187549997,47.35076878826674,-0.07582648321552554,-0.11082322678133466,8.951488924026489,9.157517453618205,8.745460394434772
2010-03-26,8.851048469543457,8.974984355175623,8.830392661627563,8.964655932149276,57108144,0.013601441431051464,-0.023361873428457636,0.011253863117707718,67141064.9,0.8505695297662756,-0.11360746260581855,44.751281420916634,42.35086424619853,-0.07852354021820851,-0.10436328946870943,8.940902757644654,9.144717302608827,8.737088212680481
2010-03-29,8.92334270477295,8.954325891982865,8.851046871055457,8.882031096401986,51374595,0.007579999681254668,-0.026479138830514337,0.011086794073285692,67305436.2,0.763305282612521,0.041311608370962816,48.10799599559641,45.80216235541367,-0.07397470240749371,-0.09828557205646629,8.9287672996521,9.104478820028103,8.753055779276096
2010-03-30,8.913018226623535,8.9801493603902,8.84588709285687,8.944002465677118,44091982,-0.01596352001644208,-0.019318198869453518,0.010957810828519645,66102648.3,0.6670229277334415,-0.030984239053582385,48.10799566711354,45.38428933060954,-0.07039138668272749,-0.09270673498171854,8.919988536834717,9.079697636675064,8.76027943699437
2010-03-31,8.856212615966797,8.918180042890993,8.825228383436272,8.87170473223206,62218779,-0.026121562238935914,-0.009815358910013505,0.010467680736896228,63465914.45,0.9803495236646669,-0.015492116265262368,42.10510439048324,43.056697229069094,-0.07131326624781842,-0.08842804123493853,8.91559910774231,9.077240934816322,8.753957280668297
2010-04-01,8.820068359375,8.92334848534419,8.773593029384966,8.887200545068701,72849107,-0.017825877007555002,-0.014425799471903034,0.010495618287301056,64108833.35,1.1363349353478758,-0.06713218569370127,41.61831767948787,41.5949421634899,-0.07410615228764605,-0.08556366344548004,8.909144163131714,9.075160053156166,8.743128273107262
2010-04-05,8.727116584777832,8.851051474347297,8.701296037514663,8.851051474347297,72462711,-0.014001943972183128,-0.03318051934358446,0.010475175376513417,64321836.2,1.1265647139594561,-0.12393488956946541,28.16077687135117,38.02015003493082,-0.08286475268799443,-0.08502388129398292,8.894168758392334,9.06889911711728,8.71943839966739
2010-04-06,8.758099555969238,8.804575916928801,8.706460020017326,8.747771129710292,81797462,-0.018518077168024116,-0.022478288313316774,0.010442867054771536,65843174.55,1.2423073850712443,0.010328426258945811,29.99990572539741,39.875027479178605,-0.08631100028339311,-0.08528130509186496,8.884099054336549,9.065688151243368,8.70250995742973
2010-04-07,8.814901351928711,8.840720854649545,8.773589732320616,8.789081849207875,89101893,-0.011008265909492443,-0.009286119824891026,0.01047886533333036,67423805.65,1.321519782827625,0.025819502720835885,32.94104008820584,43.229404227919595,-0.08349625327694099,-0.08492429472888018,8.879967880249023,9.063891635679314,8.696044124818732
2010-04-08,8.851048469543457,8.861375854433005,8.789081045795776,8.814900546156442,55647722,-0.0005831100321631588,-0.0005831100321631588,0.010475547158317713,67239118.5,0.8276093328023032,0.03614792338701456,37.95167606128271,45.32005412908462,-0.07745591215701175,-0.0834306182145065,8.879709672927856,9.063780542634028,8.695638803221684
2010-04-09,8.907853126525879,8.938836322551008,8.8665415064011,8.882033623482119,46376632,0.009952844306197584,-0.00231355358947416,0.010411227372684559,66985536.6,0.6923379934527538,0.025819503043759795,39.765929273636196,48.52797792442976,-0.06730933707975773,-0.08020636198755675,8.878676843643188,9.061870566674786,8.69548312061159
