date,sentiment,sentiment_score
2022-09-23,neutral,-0.128
2022-09-23,negative,-0.3182
2022-09-23,neutral,0.0
2022-09-23,negative,-0.296
2022-09-22,negative,-0.8225
2022-09-22,negative,-0.7579
2022-09-22,neutral,0.0
2022-09-22,neutral,0.0
2022-09-22,positive,0.4215
2022-09-21,negative,-0.9153
2022-09-21,positive,0.2023
2022-09-21,negative,-0.4019
2022-09-21,neutral,0.0
2022-09-21,neutral,0.128
2022-09-21,positive,0.8442
2022-09-20,negative,-0.6249
2022-09-20,neutral,0.0
2022-09-20,neutral,0.0516
2022-09-20,negative,-0.5994
2022-09-20,neutral,-0.0772
2022-09-20,negative,-0.25
2022-09-19,negative,-0.4019
2022-09-19,negative,-0.4939
2022-09-19,negative,-0.3612
2022-09-19,neutral,-0.0516
2022-09-19,neutral,0.0
2022-09-19,positive,0.5994
2022-09-18,negative,-0.2263
2022-09-18,neutral,0.1779
2022-09-18,neutral,0.0
2022-09-18,negative,-0.296
2022-09-18,positive,0.5574
2022-09-18,neutral,0.0
2022-09-17,negative,-0.3818
2022-09-17,neutral,0.0
2022-09-17,neutral,0.0
2022-09-17,negative,-0.6124
2022-09-17,neutral,0.0
2022-09-16,negative,-0.3612
2022-09-16,positive,0.3182
2022-09-16,neutral,-0.128
2022-09-16,negative,-0.7783
2022-09-16,positive,0.2732
2022-09-16,negative,-0.2732
2022-09-15,negative,-0.5859
2022-09-15,neutral,-0.1531
2022-09-15,positive,0.4215
2022-09-15,positive,0.5859
2022-09-15,positive,0.4019
2022-09-15,positive,0.4215
2022-09-14,positive,0.2263
2022-09-14,positive,0.4215
2022-09-14,neutral,0.1779
2022-09-14,negative,-0.5207
2022-09-14,neutral,0.128
2022-09-14,neutral,0.0
2022-09-13,neutral,0.0
2022-09-13,positive,0.6369
2022-09-13,positive,0.6705
2022-09-13,negative,-0.9153
2022-09-12,neutral,0.0
2022-09-12,neutral,0.0
2022-09-12,positive,0.4404
2022-09-12,positive,0.4215
2022-09-12,positive,0.3818
2022-09-12,positive,0.2263
2022-09-11,positive,0.5106
2022-09-11,negative,-0.4019
2022-09-11,positive,0.34
2022-09-11,negative,-0.6908
2022-09-11,neutral,-0.128
2022-09-11,negative,-0.5994
2022-09-10,positive,0.34
2022-09-10,positive,0.5267
2022-09-10,positive,0.743
2022-09-10,neutral,-0.1779
2022-09-10,neutral,-0.128
2022-09-10,positive,0.5719
2022-09-09,positive,0.6124
2022-09-09,positive,0.4404
2022-09-09,positive,0.4939
2022-09-09,positive,0.5423
2022-09-09,neutral,0.0964
2022-09-08,negative,-0.765
2022-09-08,positive,0.4767
2022-09-08,negative,-0.8015
2022-09-08,negative,-0.8271
2022-09-08,negative,-0.743
2022-09-08,negative,-0.7003
2022-09-07,neutral,0.0
2022-09-07,negative,-0.8481
2022-09-07,negative,-0.5719
2022-09-07,positive,0.34
2022-09-07,negative,-0.3338
2022-09-07,negative,-0.6808
2022-09-06,negative,-0.7845
2022-09-06,negative,-0.3182
2022-09-06,neutral,0.0
2022-09-06,negative,-0.5267
2022-09-06,negative,-0.4023
2022-09-06,neutral,0.0
2022-09-05,neutral,0.0
2022-09-05,negative,-0.9136
2022-09-05,negative,-0.4404
2022-09-05,positive,0.7742
2022-09-05,negative,-0.7689
2022-09-04,positive,0.4404
2022-09-04,negative,-0.6908
2022-09-04,negative,-0.6319
2022-09-04,negative,-0.7096
2022-09-04,positive,0.5106
2022-09-04,negative,-0.4588
2022-09-03,neutral,0.0
2022-09-03,negative,-0.8481
2022-09-03,positive,0.4754
2022-09-03,negative,-0.6486
2022-09-02,negative,-0.6124
2022-09-02,positive,0.4588
2022-09-02,neutral,0.0
2022-09-02,negative,-0.875
2022-09-02,positive,0.2944
2022-09-02,negative,-0.6124
2022-09-01,negative,-0.2263
2022-09-01,negative,-0.4404
2022-09-01,neutral,0.0
2022-09-01,negative,-0.296
2022-09-01,negative,-0.2263
2022-08-31,positive,0.34
2022-08-31,negative,-0.3875
2022-08-31,negative,-0.296
2022-08-31,neutral,0.128
2022-08-31,positive,0.2023
2022-08-31,negative,-0.7506
2022-08-30,positive,0.3182
2022-08-30,neutral,0.0
2022-08-30,positive,0.34
2022-08-30,negative,-0.4767
2022-08-30,neutral,0.0
2022-08-30,negative,-0.9186
2022-08-29,negative,-0.4013
2022-08-29,neutral,0.1695
2022-08-29,negative,-0.296
2022-08-29,positive,0.4588
2022-08-29,neutral,0.1531
2022-08-29,neutral,0.0
2022-08-28,negative,-0.5574
2022-08-28,positive,0.4588
2022-08-28,negative,-0.5994
2022-08-28,negative,-0.2023
2022-08-28,positive,0.4588
2022-08-28,negative,-0.4767
2022-08-27,positive,0.3182
2022-08-27,neutral,0.128
2022-08-27,negative,-0.4404
2022-08-27,neutral,0.0
2022-08-27,negative,-0.6072
2022-08-26,neutral,0.1779
2022-08-26,positive,0.5267
2022-08-26,positive,0.2023
2022-08-26,negative,-0.4939
2022-08-25,neutral,0.0
2022-08-25,neutral,0.0
2022-08-25,neutral,0.0
2022-08-25,positive,0.2732
2022-08-25,neutral,-0.1779
2022-08-24,negative,-0.6705
2022-08-24,neutral,0.0
2022-08-24,positive,0.4767
2022-08-24,neutral,0.0
2022-08-24,positive,0.5859
2022-08-24,positive,0.3832
2022-08-23,positive,0.3182
2022-08-23,negative,-0.7003
2022-08-23,positive,0.6597
2022-08-23,negative,-0.5574
2022-08-23,negative,-0.631
2022-08-23,neutral,0.0
2022-08-22,positive,0.8402
2022-08-22,neutral,0.0
2022-08-22,neutral,0.0
2022-08-22,neutral,0.0
2022-08-22,neutral,0.0
2022-08-22,negative,-0.8442
2022-08-21,positive,0.4939
2022-08-21,neutral,0.0
2022-08-21,positive,0.4019
2022-08-21,negative,-0.5574
2022-08-21,negative,-0.4215
2022-08-21,negative,-0.8834
2022-08-20,negative,-0.6249
2022-08-20,neutral,0.0644
2022-08-20,positive,0.5267
2022-08-20,positive,0.2023
2022-08-20,negative,-0.5267
2022-08-19,neutral,-0.1531
2022-08-19,negative,-0.4939
2022-08-19,positive,0.5859
2022-08-19,negative,-0.7964
2022-08-19,negative,-0.2023
2022-08-18,positive,0.4767
2022-08-18,negative,-0.6486
2022-08-18,positive,0.5994
2022-08-18,negative,-0.2023
2022-08-18,neutral,0.0516
2022-08-18,neutral,0.0
2022-08-17,neutral,0.0
2022-08-17,negative,-0.2263
2022-08-17,neutral,0.0
2022-08-17,positive,0.4939
2022-08-17,neutral,0.0
2022-08-17,negative,-0.5267
2022-08-16,positive,0.25
2022-08-16,negative,-0.2023
2022-08-16,neutral,0.0
2022-08-16,positive,0.5106
2022-08-16,neutral,0.0
2022-08-16,negative,-0.5106
2022-08-15,negative,-0.4404
2022-08-15,negative,-0.6597
2022-08-15,negative,-0.4404
2022-08-15,negative,-0.5719
2022-08-15,neutral,0.0772
2022-08-15,negative,-0.5574
2022-08-14,negative,-0.6705
2022-08-14,positive,0.2263
2022-08-14,negative,-0.8555
2022-08-14,neutral,0.0
2022-08-14,negative,-0.5267
2022-08-13,neutral,0.0
2022-08-13,neutral,0.0
2022-08-13,positive,0.25
2022-08-13,positive,0.3182
2022-08-13,negative,-0.296
2022-08-13,negative,-0.7845
2022-08-12,negative,-0.296
2022-08-12,neutral,0.0
2022-08-12,neutral,0.0
2022-08-12,negative,-0.6428
2022-08-11,neutral,0.0
2022-08-11,neutral,0.0
2022-08-11,positive,0.3818
2022-08-11,positive,0.222
2022-08-11,neutral,0.0
2022-08-11,positive,0.5994
2022-08-10,neutral,0.0
2022-08-10,neutral,0.0
2022-08-10,negative,-0.3182
2022-08-10,negative,-0.2263
2022-08-10,neutral,0.0
2022-08-10,negative,-0.743
2022-08-09,neutral,0.0
2022-08-09,positive,0.6908
2022-08-09,neutral,0.0
2022-08-09,negative,-0.4767
2022-08-09,negative,-0.2023
2022-08-09,negative,-0.3182
2022-08-08,neutral,0.0
2022-08-08,negative,-0.5106
2022-08-08,negative,-0.6705
2022-08-08,positive,0.7964
2022-08-08,neutral,0.1779
2022-08-08,positive,0.6705
2022-08-07,neutral,0.0
2022-08-07,negative,-0.8176
2022-08-07,negative,-0.8126
2022-08-07,negative,-0.7579
2022-08-07,negative,-0.34
2022-08-07,negative,-0.5267
2022-08-06,neutral,0.128
2022-08-06,negative,-0.4019
2022-08-06,neutral,0.0
2022-08-06,positive,0.4404
2022-08-06,neutral,0.0
2022-08-06,negative,-0.5267
2022-08-05,negative,-0.3182
2022-08-05,negative,-0.802
2022-08-05,neutral,0.0
2022-08-05,neutral,0.0
2022-08-05,neutral,-0.0258
2022-08-04,negative,-0.765
2022-08-04,positive,0.3612
2022-08-04,negative,-0.6249
2022-08-04,positive,0.6808
2022-08-04,negative,-0.4215
2022-08-03,neutral,0.0
2022-08-03,positive,0.7003
2022-08-03,neutral,0.0
2022-08-03,negative,-0.5423
2022-08-03,neutral,0.0
2022-08-02,neutral,0.0
2022-08-02,negative,-0.34
2022-08-02,positive,0.296
2022-08-02,negative,-0.5574
2022-08-02,positive,0.4767
2022-08-01,positive,0.3612
2022-08-01,neutral,0.0
2022-08-01,negative,-0.296
2022-08-01,neutral,0.0
2022-08-01,positive,0.4019
2022-08-01,neutral,0.0516
2022-07-31,negative,-0.4767
2022-07-31,positive,0.6908
2022-07-31,positive,0.5859
2022-07-31,neutral,0.0
2022-07-31,negative,-0.2732
2022-07-31,neutral,0.0
2022-07-30,negative,-0.8442
2022-07-30,positive,0.5106
2022-07-30,neutral,0.0
2022-07-30,negative,-0.4404
2022-07-29,positive,0.5994
2022-07-29,negative,-0.3182
2022-07-29,negative,-0.5859
2022-07-29,neutral,0.0
2022-07-29,negative,-0.34
2022-07-28,positive,0.5334
2022-07-28,positive,0.4939
2022-07-28,positive,0.2263
2022-07-27,negative,-0.34
2022-07-27,neutral,0.0
2022-07-27,negative,-0.7783
2022-07-27,positive,0.2732
2022-07-27,positive,0.7579
2022-07-26,positive,0.25
2022-07-26,negative,-0.5719
2022-07-26,neutral,0.0258
2022-07-26,neutral,0.0
2022-07-26,negative,-0.5859
2022-07-25,positive,0.4215
2022-07-25,positive,0.6115
2022-07-25,neutral,0.0772
2022-07-25,positive,0.802
2022-07-25,positive,0.3818
2022-07-25,neutral,0.0
2022-07-24,neutral,0.0772
2022-07-24,positive,0.2755
2022-07-24,negative,-0.7096
2022-07-24,negative,-0.3612
2022-07-23,negative,-0.296
2022-07-23,positive,0.4939
2022-07-23,positive,0.3612
2022-07-23,negative,-0.6808
2022-07-22,positive,0.4019
2022-07-22,positive,0.3612
2022-07-22,positive,0.3612
2022-07-21,negative,-0.4215
2022-07-21,neutral,0.0
2022-07-21,neutral,0.0
2022-07-21,positive,0.3875
2022-07-21,positive,0.3818
2022-07-20,neutral,0.0
2022-07-20,neutral,0.0
2022-07-20,negative,-0.6808
2022-07-20,neutral,0.1027
2022-07-20,negative,-0.8074
2022-07-19,neutral,0.0
2022-07-19,negative,-0.5994
2022-07-19,negative,-0.3818
2022-07-18,negative,-0.2023
2022-07-18,negative,-0.6249
2022-07-18,positive,0.6486
2022-07-18,neutral,0.0
2022-07-18,neutral,0.0
2022-07-18,neutral,0.0
2022-07-17,positive,0.7906
2022-07-17,negative,-0.296
2022-07-17,neutral,-0.1027
2022-07-17,negative,-0.25
2022-07-17,negative,-0.34
2022-07-17,negative,-0.6486
2022-07-16,neutral,0.0
2022-07-16,neutral,0.0
2022-07-16,negative,-0.296
2022-07-16,neutral,0.0
2022-07-15,negative,-0.2023
2022-07-15,neutral,0.0
2022-07-15,negative,-0.4767
2022-07-15,neutral,0.0516
2022-07-15,neutral,-0.0056
2022-07-14,negative,-0.3182
2022-07-14,neutral,0.0
2022-07-14,neutral,0.0
2022-07-14,neutral,0.0
2022-07-13,neutral,-0.0258
2022-07-13,neutral,0.0
2022-07-13,negative,-0.34
2022-07-13,positive,0.4939
2022-07-12,negative,-0.296
2022-07-12,neutral,0.0
2022-07-12,positive,0.5106
2022-07-12,negative,-0.3182
2022-07-12,positive,0.3182
2022-07-11,negative,-0.5216
2022-07-11,positive,0.5106
2022-07-11,positive,0.3612
2022-07-11,neutral,0.0
2022-07-11,neutral,0.0
2022-07-11,neutral,0.0772
2022-07-10,neutral,0.1027
2022-07-10,negative,-0.7269
2022-07-10,negative,-0.34
2022-07-10,negative,-0.8807
2022-07-09,neutral,-0.0772
2022-07-09,positive,0.7184
2022-07-09,positive,0.6997
2022-07-09,negative,-0.7003
2022-07-09,negative,-0.8807
2022-07-08,neutral,-0.0258
2022-07-08,neutral,0.0
2022-07-08,negative,-0.7156
2022-07-08,neutral,0.0
2022-07-08,neutral,0.0
2022-07-07,negative,-0.4939
2022-07-07,positive,0.3612
2022-07-07,positive,0.6369
2022-07-07,neutral,0.0
2022-07-07,positive,0.6486
2022-07-07,negative,-0.25
2022-07-06,negative,-0.7269
2022-07-06,positive,0.3182
2022-07-06,negative,-0.3182
2022-07-06,positive,0.3612
2022-07-06,positive,0.5267
2022-07-05,neutral,0.0
2022-07-05,negative,-0.296
2022-07-05,neutral,0.0
2022-07-04,neutral,0.0
2022-07-04,negative,-0.2263
2022-07-04,neutral,0.0
2022-07-03,negative,-0.3612
2022-07-03,negative,-0.34
2022-07-03,negative,-0.25
2022-07-03,negative,-0.9136
2022-07-02,neutral,0.0
2022-07-02,negative,-0.8807
2022-07-02,negative,-0.7783
2022-07-02,positive,0.4404
2022-07-02,neutral,0.0
2022-07-01,negative,-0.5423
2022-07-01,positive,0.6597
2022-07-01,positive,0.6249
2022-07-01,neutral,0.0
2022-06-30,negative,-0.5423
2022-06-30,neutral,0.0
2022-06-30,negative,-0.4767
2022-06-30,negative,-0.8442
2022-06-29,neutral,0.0
2022-06-29,neutral,0.0
2022-06-29,negative,-0.7906
2022-06-28,positive,0.3612
2022-06-28,positive,0.3612
2022-06-28,negative,-0.4939
2022-06-28,positive,0.4019
2022-06-28,negative,-0.8442
2022-06-27,positive,0.2509
2022-06-27,positive,0.5423
2022-06-27,positive,0.4939
2022-06-27,neutral,-0.0056
2022-06-27,positive,0.431
2022-06-27,positive,0.3818
2022-06-26,negative,-0.743
2022-06-26,neutral,-0.1779
2022-06-26,neutral,0.0
2022-06-26,neutral,0.0
2022-06-25,negative,-0.2023
2022-06-25,negative,-0.8807
2022-06-25,negative,-0.4228
2022-06-25,positive,0.8779
2022-06-25,negative,-0.7184
2022-06-24,negative,-0.2263
2022-06-24,neutral,0.0
2022-06-24,neutral,0.0
2022-06-24,positive,0.5267
2022-06-24,neutral,0.0
2022-06-23,neutral,0.0
2022-06-23,negative,-0.34
2022-06-23,negative,-0.4585
2022-06-23,neutral,0.0
2022-06-22,neutral,0.0
2022-06-22,neutral,0.0
2022-06-22,positive,0.2023
2022-06-22,neutral,0.0
2022-06-21,neutral,0.0
2022-06-21,positive,0.4588
2022-06-21,neutral,0.0
2022-06-21,neutral,0.0
2022-06-21,positive,0.5574
2022-06-21,negative,-0.5859
2022-06-20,neutral,0.0772
2022-06-20,neutral,0.0
2022-06-20,negative,-0.4404
2022-06-20,neutral,0.0
2022-06-20,neutral,0.0
2022-06-19,negative,-0.7269
2022-06-19,negative,-0.5574
2022-06-19,neutral,0.0772
2022-06-19,neutral,0.0
2022-06-19,neutral,-0.0772
2022-06-18,neutral,0.0
2022-06-18,neutral,0.0
2022-06-18,neutral,0.0
2022-06-18,negative,-0.7845
2022-06-18,negative,-0.7579
2022-06-17,negative,-0.34
2022-06-17,negative,-0.5423
2022-06-17,positive,0.3612
2022-06-17,positive,0.2732
2022-06-17,positive,0.7946
2022-06-16,neutral,0.0
2022-06-16,neutral,0.0
2022-06-16,negative,-0.569
2022-06-15,neutral,0.0
2022-06-15,positive,0.5106
2022-06-15,positive,0.4019
2022-06-15,positive,0.34
2022-06-15,negative,-0.2263
2022-06-14,neutral,0.05
2022-06-14,negative,-0.3309
2022-06-14,neutral,0.0
2022-06-14,neutral,0.0
2022-06-14,neutral,0.0
2022-06-14,negative,-0.5994
2022-06-13,negative,-0.3818
2022-06-13,positive,0.2023
2022-06-13,neutral,-0.0258
2022-06-13,positive,0.4019
2022-06-13,neutral,0.0
2022-06-13,neutral,0.0
2022-06-12,negative,-0.4404
2022-06-12,positive,0.4588
2022-06-12,positive,0.5574
2022-06-12,neutral,0.0
2022-06-11,neutral,0.0
2022-06-11,negative,-0.765
2022-06-11,negative,-0.7003
2022-06-11,neutral,0.0
2022-06-10,positive,0.6868
2022-06-10,negative,-0.7783
2022-06-10,negative,-0.4588
2022-06-10,negative,-0.6124
2022-06-10,negative,-0.3919
2022-06-10,neutral,0.0
2022-06-09,neutral,0.0
2022-06-09,neutral,0.0
2022-06-09,positive,0.7717
2022-06-09,neutral,0.0
2022-06-09,neutral,-0.1779
2022-06-08,negative,-0.8271
2022-06-08,neutral,0.0
2022-06-08,positive,0.4404
2022-06-08,neutral,-0.128
2022-06-08,neutral,-0.128
2022-06-08,positive,0.4404
2022-06-07,negative,-0.4767
2022-06-07,positive,0.8757
2022-06-07,negative,-0.4215
2022-06-07,neutral,-0.0644
2022-06-07,neutral,0.0
2022-06-07,negative,-0.7344
2022-06-06,positive,0.7096
2022-06-06,positive,0.6486
2022-06-06,negative,-0.802
2022-06-06,negative,-0.6908
2022-06-06,positive,0.7003
2022-06-06,neutral,0.0
2022-06-05,neutral,-0.1027
2022-06-05,positive,0.4939
2022-06-05,negative,-0.2732
2022-06-05,positive,0.2732
2022-06-05,positive,0.7197
2022-06-04,negative,-0.4767
2022-06-04,positive,0.5859
2022-06-03,negative,-0.8591
2022-06-03,negative,-0.7783
2022-06-03,neutral,0.0
2022-06-03,negative,-0.25
2022-06-03,positive,0.3818
2022-06-02,negative,-0.6908
2022-06-02,negative,-0.2584
2022-06-02,positive,0.2044
2022-06-02,positive,0.5859
2022-06-02,neutral,0.0
2022-06-02,negative,-0.7906
2022-06-01,positive,0.6908
2022-06-01,positive,0.4939
2022-06-01,negative,-0.2263
2022-06-01,negative,-0.2023
2022-06-01,neutral,0.0772
2022-05-31,neutral,0.1027
2022-05-31,negative,-0.2732
2022-05-31,negative,-0.8481
2022-05-31,positive,0.6249
2022-05-31,positive,0.2263
2022-05-31,neutral,0.0
2022-05-30,negative,-0.3612
2022-05-30,neutral,0.1531
2022-05-30,neutral,0.0
2022-05-30,positive,0.4404
2022-05-29,negative,-0.2598
2022-05-29,negative,-0.7691
2022-05-29,negative,-0.8356
2022-05-29,positive,0.5859
2022-05-29,positive,0.296
2022-05-28,positive,0.6908
2022-05-28,negative,-0.5719
2022-05-28,neutral,0.0772
2022-05-28,negative,-0.836
2022-05-28,positive,0.3818
2022-05-28,negative,-0.3818
2022-05-27,negative,-0.3182
2022-05-27,negative,-0.8176
2022-05-27,negative,-0.2263
2022-05-27,neutral,0.0
2022-05-27,neutral,0.0772
2022-05-26,neutral,0.0772
2022-05-26,positive,0.4902
2022-05-26,positive,0.6908
2022-05-26,neutral,0.1779
2022-05-26,positive,0.4215
2022-05-26,positive,0.7096
2022-05-25,neutral,0.0
2022-05-25,negative,-0.5267
2022-05-25,positive,0.4215
2022-05-25,neutral,0.0
2022-05-25,neutral,-0.0772
2022-05-24,neutral,0.1027
2022-05-24,positive,0.6369
2022-05-24,neutral,0.0
2022-05-24,positive,0.4767
2022-05-24,neutral,-0.1027
2022-05-24,neutral,0.0
2022-05-23,positive,0.3947
2022-05-23,neutral,0.0
2022-05-23,negative,-0.4588
2022-05-23,neutral,0.0
2022-05-23,neutral,0.0
2022-05-22,positive,0.25
2022-05-22,negative,-0.7067
2022-05-22,negative,-0.3291
2022-05-22,negative,-0.743
2022-05-22,neutral,0.1901
2022-05-22,positive,0.2584
2022-05-21,negative,-0.34
2022-05-21,neutral,0.0
2022-05-21,positive,0.3182
2022-05-21,negative,-0.6705
2022-05-21,neutral,0.0
2022-05-20,positive,0.4173
2022-05-20,neutral,0.0
2022-05-20,negative,-0.2851
2022-05-20,negative,-0.7289
2022-05-20,positive,0.4404
2022-05-20,negative,-0.3818
2022-05-19,positive,0.5106
2022-05-19,negative,-0.3142
2022-05-19,negative,-0.2006
2022-05-18,neutral,0.0
2022-05-18,negative,-0.296
2022-05-18,neutral,0.0
2022-05-18,positive,0.25
2022-05-18,neutral,0.0
2022-05-18,neutral,0.0
2022-05-17,neutral,-0.1779
2022-05-17,negative,-0.5267
2022-05-17,neutral,-0.128
2022-05-17,positive,0.7003
2022-05-17,neutral,0.0
2022-05-17,neutral,-0.1406
2022-05-16,positive,0.3612
2022-05-16,neutral,0.0
2022-05-16,positive,0.4215
2022-05-16,positive,0.6597
2022-05-16,neutral,0.0772
2022-05-15,negative,-0.3818
2022-05-15,negative,-0.9169
2022-05-15,negative,-0.5719
2022-05-15,positive,0.4215
2022-05-15,negative,-0.5574
2022-05-15,negative,-0.25
2022-05-14,negative,-0.6318
2022-05-14,negative,-0.3182
2022-05-14,negative,-0.6124
2022-05-14,neutral,-0.1926
2022-05-14,neutral,0.0772
2022-05-14,neutral,0.0
2022-05-13,neutral,-0.1633
2022-05-13,negative,-0.5719
2022-05-13,positive,0.5417
2022-05-13,negative,-0.5574
2022-05-13,negative,-0.5267
2022-05-12,neutral,0.0258
2022-05-12,negative,-0.6705
2022-05-12,negative,-0.3818
2022-05-12,negative,-0.3612
2022-05-11,positive,0.7184
2022-05-11,neutral,0.0
2022-05-11,negative,-0.4939
2022-05-11,neutral,0.0
2022-05-11,neutral,0.0
2022-05-11,neutral,0.0
2022-05-10,negative,-0.2732
2022-05-10,negative,-0.4588
2022-05-10,neutral,0.1027
2022-05-10,positive,0.5719
2022-05-10,neutral,0.128
2022-05-10,neutral,0.0
2022-05-09,positive,0.6858
2022-05-09,negative,-0.7096
2022-05-09,negative,-0.7684
2022-05-09,positive,0.4215
2022-05-09,positive,0.5106
2022-05-09,neutral,0.0
2022-05-08,negative,-0.7845
2022-05-08,negative,-0.5994
2022-05-08,negative,-0.8176
2022-05-08,positive,0.6908
2022-05-08,positive,0.5574
2022-05-08,neutral,-0.0258
2022-05-07,negative,-0.2609
2022-05-07,negative,-0.743
2022-05-07,positive,0.7845
2022-05-07,negative,-0.4019
2022-05-07,neutral,-0.1027
2022-05-07,neutral,0.0
2022-05-06,neutral,0.0
2022-05-06,negative,-0.4019
2022-05-06,neutral,0.128
2022-05-06,negative,-0.6249
2022-05-06,negative,-0.7783
2022-05-06,neutral,0.0
2022-05-05,positive,0.296
2022-05-05,negative,-0.4588
2022-05-05,negative,-0.2023
2022-05-05,neutral,0.0
2022-05-05,negative,-0.872
2022-05-05,negative,-0.8074
2022-05-04,neutral,0.0
2022-05-04,positive,0.6124
2022-05-04,neutral,0.0
2022-05-04,neutral,0.0
2022-05-04,negative,-0.4019
2022-05-04,positive,0.93
2022-05-03,positive,0.7845
2022-05-03,positive,0.3612
2022-05-03,neutral,0.0
2022-05-03,positive,0.34
2022-05-03,neutral,0.0
2022-05-03,positive,0.3818
2022-05-02,neutral,0.0
2022-05-02,negative,-0.4939
2022-05-02,negative,-0.2732
2022-05-02,positive,0.5574
2022-05-02,neutral,0.0
2022-05-02,negative,-0.4215
2022-05-01,negative,-0.2023
2022-05-01,negative,-0.5994
2022-05-01,negative,-0.2732
2022-05-01,positive,0.3612
2022-05-01,neutral,0.0
2022-05-01,neutral,0.0
2022-04-30,negative,-0.4588
2022-04-30,negative,-0.3612
2022-04-30,negative,-0.6369
2022-04-30,negative,-0.296
2022-04-30,negative,-0.4404
2022-04-30,negative,-0.2584
2022-04-29,negative,-0.508
2022-04-29,positive,0.2263
2022-04-29,neutral,0.0
2022-04-29,positive,0.4215
2022-04-29,positive,0.6808
2022-04-29,positive,0.6249
2022-04-28,positive,0.2732
2022-04-28,neutral,0.0
2022-04-28,negative,-0.3182
2022-04-28,positive,0.3612
2022-04-28,negative,-0.7096
2022-04-28,neutral,0.0
2022-04-27,negative,-0.6808
2022-04-27,neutral,-0.128
2022-04-27,neutral,0.0
2022-04-27,positive,0.296
2022-04-27,positive,0.3182
2022-04-27,neutral,0.0
2022-04-26,negative,-0.7096
2022-04-26,neutral,0.0
2022-04-26,neutral,0.0
2022-04-26,neutral,0.128
2022-04-26,neutral,0.0
2022-04-26,neutral,0.0258
2022-04-25,negative,-0.5719
2022-04-25,positive,0.296
2022-04-25,negative,-0.4767
2022-04-25,neutral,0.0772
2022-04-24,negative,-0.3818
2022-04-24,positive,0.7003
2022-04-24,negative,-0.7964
2022-04-24,negative,-0.3818
2022-04-24,neutral,0.0772
2022-04-24,neutral,0.128
2022-04-23,neutral,0.128
2022-04-23,positive,0.3818
2022-04-23,negative,-0.836
2022-04-23,negative,-0.2846
2022-04-23,neutral,-0.0516
2022-04-23,negative,-0.4215
2022-04-22,neutral,0.0
2022-04-22,negative,-0.5267
2022-04-22,positive,0.5106
2022-04-22,negative,-0.7964
2022-04-22,neutral,0.1513
2022-04-21,positive,0.4404
2022-04-21,neutral,0.1531
2022-04-21,positive,0.875
2022-04-21,negative,-0.5423
2022-04-21,negative,-0.7269
2022-04-20,positive,0.5434
2022-04-20,positive,0.7184
2022-04-20,negative,-0.5559
2022-04-20,negative,-0.6486
2022-04-19,neutral,-0.1779
2022-04-19,positive,0.3612
2022-04-19,negative,-0.3818
2022-04-19,neutral,0.0
2022-04-19,neutral,0.0
2022-04-19,negative,-0.802
2022-04-18,positive,0.6808
2022-04-18,positive,0.4404
2022-04-18,negative,-0.7783
2022-04-18,positive,0.4019
2022-04-18,negative,-0.3818
2022-04-17,neutral,-0.0258
2022-04-17,neutral,0.0
2022-04-17,negative,-0.6249
2022-04-17,negative,-0.8402
2022-04-17,positive,0.4019
2022-04-17,negative,-0.5423
2022-04-16,neutral,0.0
2022-04-16,negative,-0.7184
2022-04-16,neutral,-0.1027
2022-04-16,negative,-0.6908
2022-04-16,negative,-0.5719
2022-04-16,negative,-0.7579
2022-04-15,negative,-0.6597
2022-04-15,negative,-0.4767
2022-04-15,positive,0.5106
2022-04-15,neutral,0.0
2022-04-15,negative,-0.4767
2022-04-15,positive,0.5267
2022-04-14,positive,0.5245
2022-04-14,neutral,0.0
2022-04-14,neutral,0.0
2022-04-14,positive,0.4939
2022-04-14,positive,0.5106
2022-04-14,negative,-0.2263
2022-04-13,neutral,0.0
2022-04-13,negative,-0.3818
2022-04-13,negative,-0.875
2022-04-13,positive,0.7003
2022-04-13,neutral,0.0772
2022-04-13,neutral,-0.0772
2022-04-12,positive,0.7003
2022-04-12,positive,0.7184
2022-04-12,neutral,0.0
2022-04-12,neutral,0.1027
2022-04-11,neutral,0.0
2022-04-11,neutral,0.0
2022-04-11,negative,-0.5423
2022-04-11,negative,-0.5267
2022-04-11,positive,0.5719
2022-04-10,negative,-0.4404
2022-04-10,neutral,0.0
2022-04-10,positive,0.4767
2022-04-10,negative,-0.3612
2022-04-10,neutral,0.0
2022-04-09,neutral,0.0
2022-04-09,neutral,0.0
2022-04-09,negative,-0.9371
2022-04-09,neutral,0.1531
2022-04-09,negative,-0.7845
2022-04-09,neutral,-0.1027
2022-04-08,neutral,-0.0258
2022-04-08,positive,0.4588
2022-04-08,positive,0.3818
2022-04-08,neutral,0.0
2022-04-08,neutral,0.0
2022-04-08,negative,-0.8957
2022-04-07,negative,-0.5994
2022-04-07,neutral,0.0
2022-04-07,negative,-0.5267
2022-04-07,positive,0.4939
2022-04-07,neutral,0.0
2022-04-07,positive,0.4939
2022-04-06,positive,0.4215
2022-04-06,neutral,0.0
2022-04-06,negative,-0.5994
2022-04-06,positive,0.4019
2022-04-06,neutral,0.0
2022-04-05,positive,0.4588
2022-04-05,negative,-0.5849
2022-04-05,positive,0.3708
2022-04-05,neutral,0.0
2022-04-05,neutral,0.0
2022-04-04,positive,0.4404
2022-04-04,neutral,-0.0772
2022-04-04,negative,-0.7506
