date,sentiment,sentiment_score
2017-09-20,neutral,-0.0754
2017-09-20,neutral,-0.0258
2017-09-20,positive,0.7906
2017-09-20,negative,-0.25
2017-09-20,negative,-0.5719
2017-09-20,neutral,0.0
2017-09-20,positive,0.34
2017-09-20,neutral,0.128
2017-09-20,neutral,0.0
2017-09-20,positive,0.4019
2017-09-20,neutral,0.0
2017-09-20,neutral,0.0
2017-09-20,neutral,0.0
2017-09-20,negative,-0.5994
2017-09-20,neutral,0.0
2017-09-20,positive,0.4939
2017-09-20,neutral,0.0516
2017-09-20,positive,0.4939
2017-09-20,neutral,0.0
2017-09-20,neutral,0.0
2017-09-20,neutral,0.0
2017-09-20,neutral,0.0
2017-09-20,neutral,0.0
2017-09-20,neutral,0.0
2017-09-20,neutral,0.0
2017-09-20,neutral,0.1335
2017-09-20,neutral,0.0951
2017-09-20,positive,0.4767
2017-09-20,positive,0.5267
2017-09-20,negative,-0.8622
2017-09-20,positive,0.3612
2017-09-20,negative,-0.296
2017-09-20,neutral,0.0772
2017-09-20,negative,-0.9136
2017-09-20,neutral,0.0
2017-09-20,negative,-0.4588
2017-09-20,negative,-0.3818
2017-09-20,neutral,0.0
2017-09-20,neutral,0.0
2017-09-20,negative,-0.4404
2017-09-20,neutral,0.0
2017-09-20,positive,0.6124
2017-09-20,positive,0.4404
2017-09-20,positive,0.4019
2017-09-20,neutral,0.0
2017-09-19,neutral,0.0
2017-09-19,positive,0.4019
2017-09-19,negative,-0.5267
2017-09-19,positive,0.6597
2017-09-19,neutral,0.0
2017-09-19,neutral,0.0
2017-09-19,neutral,0.0
2017-09-19,neutral,-0.0772
2017-09-19,negative,-0.34
2017-09-19,negative,-0.4019
2017-09-19,neutral,0.0
2017-09-19,positive,0.4588
2017-09-19,neutral,0.128
2017-09-19,neutral,0.0
2017-09-19,neutral,0.0
2017-09-19,neutral,0.024
2017-09-19,negative,-0.5574
2017-09-19,neutral,0.0
2017-09-19,neutral,-0.016
2017-09-19,positive,0.5719
2017-09-19,neutral,0.0
2017-09-19,positive,0.6249
2017-09-19,positive,0.4215
2017-09-19,neutral,0.0
2017-09-19,neutral,0.0
2017-09-19,neutral,0.1027
2017-09-19,positive,0.4939
2017-09-19,neutral,0.0
2017-09-19,positive,0.2023
2017-09-19,positive,0.5106
2017-09-19,positive,0.25
2017-09-19,negative,-0.3595
2017-09-19,negative,-0.5719
2017-09-19,neutral,0.0
2017-09-19,positive,0.2057
2017-09-19,neutral,0.0
2017-09-19,neutral,-0.1695
2017-09-19,negative,-0.6705
2017-09-19,positive,0.8074
2017-09-19,positive,0.4404
2017-09-19,neutral,0.0
2017-09-19,neutral,0.0
2017-09-19,neutral,0.0
2017-09-19,positive,0.5423
2017-09-19,negative,-0.5859
2017-09-19,neutral,0.0
2017-09-19,negative,-0.7003
2017-09-19,negative,-0.2732
2017-09-19,positive,0.3818
2017-09-19,neutral,-0.0173
2017-09-19,positive,0.25
2017-09-19,positive,0.2732
2017-09-19,negative,-0.85
2017-09-19,positive,0.4144
2017-09-19,negative,-0.7579
2017-09-19,neutral,0.0
2017-09-19,neutral,-0.0031
2017-09-19,neutral,0.0
2017-09-19,positive,0.4215
2017-09-19,neutral,0.0
2017-09-19,positive,0.6082
2017-09-19,neutral,0.0
2017-09-19,negative,-0.2411
2017-09-19,positive,0.2263
2017-09-19,positive,0.3612
2017-09-19,positive,0.2263
2017-09-19,negative,-0.4939
2017-09-19,positive,0.5574
2017-09-19,positive,0.6249
2017-09-19,neutral,0.1027
2017-09-19,neutral,0.0
2017-09-19,neutral,0.0
2017-09-19,positive,0.3089
2017-09-19,neutral,0.0
2017-09-19,negative,-0.2716
2017-09-19,positive,0.4404
2017-09-19,neutral,0.128
2017-09-19,positive,0.7184
2017-09-19,positive,0.4767
2017-09-19,negative,-0.296
2017-09-19,neutral,0.0
2017-09-19,negative,-0.5859
2017-09-19,neutral,0.0
2017-09-19,neutral,0.0
2017-09-19,neutral,0.0
2017-09-19,positive,0.296
2017-09-19,positive,0.6369
2017-09-19,positive,0.296
2017-09-19,positive,0.4215
2017-09-19,negative,-0.5106
2017-09-19,negative,-0.6705
2017-09-18,neutral,0.0
2017-09-18,negative,-0.34
2017-09-18,neutral,0.0
2017-09-18,neutral,0.0
2017-09-18,negative,-0.3063
2017-09-18,negative,-0.5574
2017-09-18,positive,0.6486
2017-09-18,positive,0.6114
2017-09-18,neutral,0.0258
2017-09-18,neutral,0.0
2017-09-18,negative,-0.7783
2017-09-18,neutral,0.0
2017-09-18,negative,-0.3182
2017-09-18,positive,0.8658
2017-09-18,neutral,0.0
2017-09-18,positive,0.4215
2017-09-18,negative,-0.6597
2017-09-18,neutral,0.0772
2017-09-18,neutral,0.0
2017-09-18,negative,-0.5106
2017-09-18,neutral,-0.0772
2017-09-18,negative,-0.6908
2017-09-18,neutral,-0.0516
2017-09-18,negative,-0.2023
2017-09-18,positive,0.3612
2017-09-18,neutral,0.0
2017-09-18,positive,0.4215
2017-09-18,neutral,-0.1901
2017-09-18,positive,0.4215
2017-09-18,positive,0.6682
2017-09-18,positive,0.8316
2017-09-18,positive,0.7506
2017-09-18,positive,0.7351
2017-09-18,negative,-0.3818
2017-09-18,positive,0.743
2017-09-18,negative,-0.7269
2017-09-18,negative,-0.6908
2017-09-18,neutral,0.0
2017-09-18,neutral,0.0
2017-09-18,positive,0.6887
2017-09-18,neutral,-0.1695
2017-09-18,neutral,0.0772
2017-09-18,negative,-0.7506
2017-09-18,neutral,-0.0387
2017-09-18,positive,0.5267
2017-09-18,positive,0.34
2017-09-18,negative,-0.7964
2017-09-18,negative,-0.9231
2017-09-18,negative,-0.9118
2017-09-18,negative,-0.3612
2017-09-18,neutral,0.0258
2017-09-18,positive,0.8625
2017-09-18,positive,0.4404
2017-09-18,neutral,0.0
2017-09-18,positive,0.4404
2017-09-18,positive,0.3666
2017-09-18,positive,0.8442
2017-09-18,positive,0.5574
2017-09-18,positive,0.3818
2017-09-18,neutral,0.0
2017-09-18,neutral,0.0
2017-09-18,positive,0.5423
2017-09-18,positive,0.5106
2017-09-18,neutral,0.0
2017-09-18,negative,-0.34
2017-09-18,neutral,0.0
2017-09-18,negative,-0.7613
2017-09-18,neutral,0.0516
2017-09-18,positive,0.296
2017-09-18,neutral,0.1877
2017-09-18,negative,-0.5994
2017-09-18,negative,-0.2023
2017-09-18,neutral,0.0
2017-09-18,positive,0.743
2017-09-18,negative,-0.2057
2017-09-18,neutral,0.0
2017-09-18,neutral,0.0
2017-09-18,neutral,0.0
2017-09-18,negative,-0.8834
2017-09-18,positive,0.2732
2017-09-18,positive,0.6114
2017-09-18,neutral,0.0
2017-09-18,neutral,0.0
2017-09-18,negative,-0.5867
2017-09-18,negative,-0.3612
2017-09-18,positive,0.3182
2017-09-18,negative,-0.6369
2017-09-18,neutral,0.0
2017-09-18,positive,0.4215
2017-09-18,negative,-0.5423
2017-09-18,neutral,0.0
2017-09-17,neutral,-0.128
2017-09-17,neutral,0.0
2017-09-17,positive,0.5574
2017-09-17,neutral,-0.0258
2017-09-17,positive,0.5106
2017-09-17,negative,-0.5106
2017-09-17,neutral,0.0
2017-09-17,neutral,0.0
2017-09-17,positive,0.25
2017-09-17,negative,-0.7351
2017-09-17,positive,0.34
2017-09-17,neutral,-0.0951
2017-09-17,negative,-0.4404
2017-09-17,neutral,0.0
2017-09-17,negative,-0.8834
2017-09-17,positive,0.7003
2017-09-17,positive,0.296
2017-09-17,positive,0.4404
2017-09-17,neutral,0.0
2017-09-17,neutral,-0.126
2017-09-17,negative,-0.25
2017-09-17,positive,0.6249
2017-09-17,neutral,0.0
2017-09-17,positive,0.4939
2017-09-17,positive,0.4215
2017-09-17,negative,-0.4404
2017-09-17,positive,0.2263
2017-09-17,negative,-0.4804
2017-09-17,neutral,0.0
2017-09-17,positive,0.2732
2017-09-17,positive,0.6486
2017-09-17,neutral,0.0
2017-09-17,positive,0.4767
2017-09-17,positive,0.3089
2017-09-17,negative,-0.5106
2017-09-17,positive,0.7096
2017-09-17,positive,0.34
2017-09-17,negative,-0.7902
2017-09-17,positive,0.34
2017-09-16,positive,0.6486
2017-09-16,neutral,0.0
2017-09-16,negative,-0.4019
2017-09-16,neutral,0.0
2017-09-16,negative,-0.5574
2017-09-16,positive,0.3612
2017-09-16,neutral,0.0
2017-09-16,positive,0.2732
2017-09-16,positive,0.25
2017-09-16,positive,0.4939
2017-09-16,neutral,0.0
2017-09-16,neutral,0.0
2017-09-16,negative,-0.5994
2017-09-16,positive,0.34
2017-09-16,neutral,0.0
2017-09-16,negative,-0.6808
2017-09-16,positive,0.6369
2017-09-16,neutral,0.0
2017-09-16,negative,-0.6908
2017-09-16,negative,-0.8481
2017-09-16,positive,0.4215
2017-09-16,positive,0.4588
2017-09-16,neutral,-0.1531
2017-09-16,neutral,-0.1793
2017-09-16,positive,0.4767
2017-09-16,negative,-0.2732
2017-09-16,positive,0.6908
2017-09-16,negative,-0.34
2017-09-16,neutral,0.0
2017-09-16,negative,-0.3612
2017-09-16,positive,0.34
2017-09-16,neutral,0.0
2017-09-16,positive,0.4019
2017-09-16,positive,0.4404
2017-09-16,neutral,-0.0772
2017-09-16,neutral,-0.1779
2017-09-15,positive,0.2878
2017-09-15,negative,-0.9489
2017-09-15,positive,0.4939
2017-09-15,neutral,0.0
2017-09-15,neutral,0.0
2017-09-15,neutral,0.0
2017-09-15,negative,-0.4588
2017-09-15,positive,0.4404
2017-09-15,neutral,0.0
2017-09-15,neutral,0.0
2017-09-15,negative,-0.5859
2017-09-15,neutral,0.0
2017-09-15,negative,-0.2023
2017-09-15,positive,0.4588
2017-09-15,neutral,0.0258
2017-09-15,negative,-0.4588
2017-09-15,negative,-0.5267
2017-09-15,neutral,0.0
2017-09-15,negative,-0.4019
2017-09-15,positive,0.4767
2017-09-15,negative,-0.296
2017-09-15,positive,0.5719
2017-09-15,neutral,0.0
2017-09-15,neutral,0.0
2017-09-15,neutral,0.1531
2017-09-15,negative,-0.8481
2017-09-15,positive,0.296
2017-09-15,negative,-0.4939
2017-09-15,neutral,0.0
2017-09-15,positive,0.4939
2017-09-15,negative,-0.34
2017-09-15,positive,0.6124
2017-09-15,neutral,-0.0772
2017-09-15,positive,0.836
2017-09-15,positive,0.3612
2017-09-15,negative,-0.3818
2017-09-15,positive,0.5719
2017-09-15,negative,-0.7269
2017-09-15,negative,-0.3182
2017-09-15,negative,-0.34
2017-09-15,positive,0.802
2017-09-15,positive,0.3182
2017-09-15,negative,-0.743
2017-09-15,negative,-0.7506
2017-09-15,neutral,0.0121
2017-09-15,negative,-0.2732
2017-09-15,neutral,0.0
2017-09-15,negative,-0.4588
2017-09-15,positive,0.6369
2017-09-15,neutral,0.0
2017-09-15,neutral,0.0
2017-09-15,neutral,0.0
2017-09-15,neutral,0.0
2017-09-15,positive,0.3612
2017-09-15,neutral,0.0
2017-09-15,positive,0.296
2017-09-15,neutral,0.0
2017-09-15,neutral,0.0
2017-09-15,neutral,0.128
2017-09-15,negative,-0.3818
2017-09-15,neutral,-0.1154
2017-09-15,neutral,0.0
2017-09-15,neutral,0.0
2017-09-15,neutral,0.0
2017-09-15,positive,0.4019
2017-09-15,neutral,0.0
2017-09-15,positive,0.4648
2017-09-15,neutral,0.0
2017-09-15,neutral,0.0
2017-09-15,negative,-0.34
2017-09-15,neutral,0.0
2017-09-15,neutral,0.0
2017-09-15,negative,-0.296
2017-09-15,positive,0.2023
2017-09-15,positive,0.3182
2017-09-15,positive,0.5719
2017-09-15,neutral,0.0
2017-09-15,negative,-0.7964
2017-09-15,neutral,0.0
2017-09-15,neutral,0.0
2017-09-15,positive,0.5994
2017-09-15,neutral,-0.1613
2017-09-15,positive,0.4404
2017-09-15,positive,0.3818
2017-09-15,neutral,0.0772
2017-09-15,neutral,0.0
2017-09-15,positive,0.5267
2017-09-15,positive,0.34
2017-09-15,positive,0.8032
2017-09-14,negative,-0.6249
2017-09-14,neutral,0.0
2017-09-14,neutral,0.0
2017-09-14,positive,0.8176
2017-09-14,neutral,0.0
2017-09-14,negative,-0.34
2017-09-14,positive,0.7579
2017-09-14,positive,0.6249
2017-09-14,positive,0.2732
2017-09-14,neutral,0.0
2017-09-14,neutral,0.0
2017-09-14,neutral,0.0
2017-09-14,neutral,0.0
2017-09-14,neutral,0.0
2017-09-14,positive,0.8074
2017-09-14,negative,-0.2755
2017-09-14,positive,0.4019
2017-09-14,positive,0.4939
2017-09-14,neutral,0.0
2017-09-14,positive,0.34
2017-09-14,neutral,0.0
2017-09-14,positive,0.886
2017-09-14,negative,-0.4939
2017-09-14,neutral,0.0
2017-09-14,positive,0.3612
2017-09-14,negative,-0.2023
2017-09-14,negative,-0.8442
2017-09-14,neutral,0.0
2017-09-14,negative,-0.4215
2017-09-14,neutral,0.0
2017-09-14,negative,-0.25
2017-09-14,neutral,0.0
2017-09-14,neutral,0.0
2017-09-14,positive,0.8074
2017-09-14,negative,-0.4767
2017-09-14,neutral,0.128
2017-09-14,neutral,0.0
2017-09-14,neutral,-0.1779
2017-09-14,neutral,0.0
2017-09-14,positive,0.7096
2017-09-14,neutral,-0.1556
2017-09-14,neutral,0.0
2017-09-14,neutral,0.0
2017-09-14,positive,0.3415
2017-09-14,neutral,0.0
2017-09-14,positive,0.7845
2017-09-14,negative,-0.2263
2017-09-14,neutral,0.0
2017-09-14,positive,0.6369
2017-09-14,neutral,0.0516
2017-09-14,neutral,0.0
2017-09-14,neutral,0.0
2017-09-14,negative,-0.3582
2017-09-14,negative,-0.4019
2017-09-14,positive,0.4404
2017-09-14,neutral,0.0258
2017-09-14,neutral,-0.1695
2017-09-14,neutral,-0.0516
2017-09-14,positive,0.3818
2017-09-14,neutral,0.0
2017-09-14,positive,0.3612
2017-09-14,positive,0.8316
2017-09-14,negative,-0.3182
2017-09-14,positive,0.3612
2017-09-14,positive,0.6597
2017-09-14,neutral,0.0
2017-09-14,neutral,0.0
2017-09-14,positive,0.3182
2017-09-14,neutral,0.0
2017-09-14,negative,-0.6249
2017-09-14,positive,0.3612
2017-09-14,negative,-0.6597
2017-09-14,neutral,0.0
2017-09-14,neutral,0.0
2017-09-14,negative,-0.296
2017-09-14,negative,-0.296
2017-09-14,neutral,0.0
2017-09-14,neutral,0.1045
2017-09-14,neutral,0.0
2017-09-14,negative,-0.7579
2017-09-14,neutral,0.0
2017-09-14,positive,0.875
2017-09-14,neutral,-0.128
2017-09-14,negative,-0.8885
2017-09-14,neutral,0.0
2017-09-14,neutral,0.0
2017-09-14,negative,-0.5106
2017-09-14,negative,-0.3818
2017-09-14,negative,-0.5423
2017-09-14,negative,-0.25
2017-09-14,positive,0.4215
2017-09-14,neutral,0.0
2017-09-14,negative,-0.296
2017-09-14,neutral,0.0
2017-09-14,negative,-0.4939
2017-09-14,positive,0.296
2017-09-14,positive,0.296
2017-09-13,negative,-0.4767
2017-09-13,neutral,0.0258
2017-09-13,neutral,0.0258
2017-09-13,neutral,0.0
2017-09-13,neutral,0.0
2017-09-13,neutral,0.0
2017-09-13,negative,-0.5574
2017-09-13,neutral,0.0
2017-09-13,neutral,0.0
2017-09-13,neutral,0.0
2017-09-13,neutral,0.0
2017-09-13,neutral,0.0
2017-09-13,positive,0.5859
2017-09-13,neutral,-0.0015
2017-09-13,neutral,0.0
2017-09-13,neutral,-0.1027
2017-09-13,neutral,0.0
2017-09-13,neutral,0.0
2017-09-13,neutral,-0.0258
2017-09-13,neutral,0.0
2017-09-13,negative,-0.5267
2017-09-13,neutral,0.0
2017-09-13,neutral,0.0
2017-09-13,negative,-0.7184
2017-09-13,negative,-0.7845
2017-09-13,negative,-0.6597
2017-09-13,negative,-0.4404
2017-09-13,neutral,0.0
2017-09-13,neutral,0.0
2017-09-13,neutral,0.0
2017-09-13,negative,-0.3818
2017-09-13,neutral,0.0
2017-09-13,positive,0.6705
2017-09-13,positive,0.802
2017-09-13,positive,0.4767
2017-09-13,neutral,0.0
2017-09-13,neutral,0.0
2017-09-13,neutral,0.1002
2017-09-13,neutral,0.0
2017-09-13,positive,0.4019
2017-09-13,neutral,0.0
2017-09-13,neutral,0.0
2017-09-13,negative,-0.25
2017-09-13,neutral,-0.1027
2017-09-13,negative,-0.5859
2017-09-13,neutral,0.0
2017-09-13,neutral,0.0
2017-09-13,neutral,0.0
2017-09-13,negative,-0.296
2017-09-13,neutral,0.0
2017-09-13,neutral,0.0
2017-09-13,neutral,0.128
2017-09-13,neutral,0.0
2017-09-13,neutral,0.0
2017-09-13,positive,0.5423
2017-09-13,neutral,0.0772
2017-09-13,positive,0.4588
2017-09-13,neutral,0.1513
2017-09-13,neutral,0.0
2017-09-13,neutral,0.0
2017-09-13,neutral,0.0
2017-09-13,negative,-0.2732
2017-09-13,negative,-0.3089
2017-09-13,positive,0.6808
2017-09-13,neutral,-0.128
2017-09-13,neutral,0.0
2017-09-13,negative,-0.5106
2017-09-13,positive,0.8402
2017-09-13,neutral,0.0
2017-09-13,neutral,0.0
2017-09-13,neutral,0.0
2017-09-13,neutral,0.0
2017-09-13,neutral,0.0
2017-09-13,neutral,0.0
2017-09-13,neutral,0.0
2017-09-13,neutral,0.0
2017-09-13,positive,0.7184
2017-09-13,positive,0.6249
2017-09-13,positive,0.296
2017-09-13,neutral,0.0
2017-09-13,neutral,0.0
2017-09-13,neutral,0.0
2017-09-13,negative,-0.4019
2017-09-13,negative,-0.7003
2017-09-13,neutral,0.0
2017-09-13,neutral,0.0
2017-09-13,positive,0.7003
2017-09-13,negative,-0.5095
2017-09-13,positive,0.2732
2017-09-13,negative,-0.5719
2017-09-13,neutral,0.0
2017-09-13,neutral,0.0387
2017-09-13,neutral,0.0
2017-09-13,neutral,0.0
2017-09-13,neutral,0.0
2017-09-13,neutral,0.0
2017-09-12,neutral,-0.0772
2017-09-12,positive,0.277
2017-09-12,negative,-0.5719
2017-09-12,positive,0.6808
2017-09-12,positive,0.8286
2017-09-12,negative,-0.7613
2017-09-12,negative,-0.6705
2017-09-12,positive,0.4588
2017-09-12,negative,-0.5719
2017-09-12,neutral,0.0
2017-09-12,neutral,0.0
2017-09-12,neutral,0.0
2017-09-12,neutral,0.0772
2017-09-12,neutral,0.0
2017-09-12,negative,-0.4754
2017-09-12,neutral,-0.0258
2017-09-12,negative,-0.2411
2017-09-12,positive,0.7269
2017-09-12,positive,0.6697
2017-09-12,neutral,0.0
2017-09-12,neutral,0.0
2017-09-12,negative,-0.5994
2017-09-12,neutral,0.1154
2017-09-12,positive,0.5719
2017-09-12,neutral,0.0516
2017-09-12,negative,-0.3818
2017-09-12,neutral,0.0679
2017-09-12,positive,0.4019
2017-09-12,negative,-0.7602
2017-09-12,positive,0.7351
2017-09-12,neutral,0.0
2017-09-12,neutral,0.1027
2017-09-12,negative,-0.443
2017-09-12,negative,-0.4588
2017-09-12,positive,0.34
2017-09-12,negative,-0.5267
2017-09-12,neutral,-0.1655
2017-09-12,negative,-0.875
2017-09-12,positive,0.5994
2017-09-12,neutral,0.0772
2017-09-12,neutral,-0.089
2017-09-12,neutral,-0.1779
2017-09-12,positive,0.2263
2017-09-12,negative,-0.2023
2017-09-12,neutral,0.0
2017-09-12,negative,-0.3262
2017-09-12,neutral,0.0
2017-09-12,negative,-0.5574
2017-09-12,negative,-0.765
2017-09-12,positive,0.6249
2017-09-12,positive,0.6369
2017-09-12,positive,0.5423
2017-09-12,neutral,0.0
2017-09-12,positive,0.3919
2017-09-12,negative,-0.4019
2017-09-12,negative,-0.296
2017-09-12,neutral,0.0
2017-09-12,neutral,0.0
2017-09-12,positive,0.2716
2017-09-12,neutral,0.0
2017-09-12,neutral,-0.0749
2017-09-12,negative,-0.5106
2017-09-12,neutral,0.0
2017-09-12,neutral,0.0
2017-09-12,positive,0.5838
2017-09-12,positive,0.743
2017-09-12,positive,0.5267
2017-09-12,positive,0.8225
2017-09-12,negative,-0.5423
2017-09-12,neutral,0.0
2017-09-12,negative,-0.2263
2017-09-12,positive,0.3612
2017-09-12,positive,0.5859
2017-09-12,neutral,-0.0516
2017-09-12,positive,0.2023
2017-09-12,neutral,0.0018
2017-09-12,neutral,0.0
2017-09-12,negative,-0.8625
2017-09-12,neutral,0.0
2017-09-12,positive,0.5574
2017-09-12,positive,0.6908
2017-09-12,neutral,0.0
2017-09-12,positive,0.7351
2017-09-12,negative,-0.2244
2017-09-12,neutral,0.0
2017-09-12,positive,0.4215
2017-09-12,positive,0.3415
2017-09-12,negative,-0.7717
2017-09-12,neutral,0.0
2017-09-12,neutral,0.0
2017-09-12,positive,0.3818
2017-09-12,positive,0.5106
2017-09-12,positive,0.5859
2017-09-11,negative,-0.6705
2017-09-11,positive,0.7044
2017-09-11,neutral,0.0
2017-09-11,negative,-0.34
2017-09-11,neutral,0.0
2017-09-11,negative,-0.8126
2017-09-11,neutral,0.0
2017-09-11,neutral,0.0
2017-09-11,negative,-0.7717
2017-09-11,neutral,0.0
2017-09-11,negative,-0.3818
2017-09-11,neutral,0.0
2017-09-11,negative,-0.4023
2017-09-11,positive,0.6654
2017-09-11,positive,0.8228
2017-09-11,negative,-0.8307
2017-09-11,negative,-0.3182
2017-09-11,positive,0.296
2017-09-11,negative,-0.4767
2017-09-11,neutral,0.0
2017-09-11,neutral,0.0
2017-09-11,neutral,0.0772
2017-09-11,neutral,0.0
2017-09-11,neutral,0.0
2017-09-11,neutral,0.0
2017-09-11,neutral,-0.0772
2017-09-11,positive,0.296
2017-09-11,negative,-0.3818
2017-09-11,neutral,0.0
2017-09-11,positive,0.296
2017-09-11,neutral,0.1531
2017-09-11,neutral,0.0
2017-09-11,positive,0.6249
2017-09-11,positive,0.8655
2017-09-11,positive,0.3612
2017-09-11,positive,0.5267
2017-09-11,positive,0.7717
2017-09-11,negative,-0.8519
2017-09-11,positive,0.4404
2017-09-11,neutral,-0.1877
2017-09-11,neutral,-0.0387
2017-09-11,neutral,0.0
2017-09-11,positive,0.4767
2017-09-11,positive,0.5423
2017-09-11,positive,0.4215
2017-09-11,positive,0.7172
2017-09-11,positive,0.2732
2017-09-11,positive,0.3182
2017-09-11,positive,0.714
2017-09-11,neutral,0.0
2017-09-11,positive,0.4926
2017-09-11,negative,-0.4588
2017-09-11,neutral,-0.1027
2017-09-11,positive,0.5267
2017-09-11,neutral,0.0
2017-09-11,neutral,0.0
2017-09-11,negative,-0.6597
2017-09-11,neutral,0.0
2017-09-11,positive,0.3182
2017-09-11,positive,0.4939
2017-09-11,negative,-0.5574
2017-09-11,positive,0.5574
2017-09-11,positive,0.5719
2017-09-11,positive,0.4754
2017-09-11,neutral,-0.0191
2017-09-11,neutral,0.0
2017-09-11,positive,0.5994
2017-09-11,neutral,0.0
2017-09-11,negative,-0.5267
2017-09-11,positive,0.6113
2017-09-11,neutral,0.0
2017-09-11,negative,-0.3182
2017-09-11,positive,0.267
2017-09-11,positive,0.34
2017-09-11,positive,0.7351
2017-09-11,positive,0.5574
2017-09-11,positive,0.4939
2017-09-11,neutral,0.0772
2017-09-11,positive,0.2263
2017-09-11,neutral,0.0
2017-09-11,neutral,0.1695
2017-09-11,positive,0.2942
2017-09-11,neutral,-0.0258
2017-09-11,positive,0.3612
2017-09-11,neutral,0.0
2017-09-11,neutral,0.0
2017-09-11,neutral,0.0
2017-09-11,neutral,0.0
2017-09-11,neutral,0.09
2017-09-11,negative,-0.4767
2017-09-11,neutral,0.0
2017-09-11,neutral,0.0
2017-09-11,positive,0.5574
2017-09-10,neutral,0.0
2017-09-10,neutral,0.1531
2017-09-10,negative,-0.5994
2017-09-10,negative,-0.25
2017-09-10,negative,-0.5106
2017-09-10,neutral,0.0
2017-09-10,negative,-0.296
2017-09-10,neutral,0.1779
2017-09-10,neutral,0.0
2017-09-10,neutral,0.0
2017-09-10,positive,0.6361
2017-09-10,positive,0.6369
2017-09-10,positive,0.7003
2017-09-10,positive,0.6597
2017-09-10,neutral,0.0
2017-09-10,positive,0.8397
2017-09-10,positive,0.8658
2017-09-10,neutral,0.0
2017-09-10,positive,0.4767
2017-09-10,positive,0.624
2017-09-10,positive,0.8689
2017-09-10,positive,0.6808
2017-09-10,positive,0.2323
2017-09-10,neutral,0.0
2017-09-10,neutral,0.0
2017-09-10,positive,0.3818
2017-09-10,neutral,-0.0516
2017-09-10,neutral,0.0
2017-09-10,positive,0.4939
2017-09-10,neutral,0.0
2017-09-10,neutral,0.0
2017-09-10,positive,0.6801
2017-09-10,negative,-0.4588
2017-09-09,negative,-0.6486
2017-09-09,positive,0.3182
2017-09-09,positive,0.6124
2017-09-09,neutral,0.0
2017-09-09,neutral,0.0
2017-09-09,negative,-0.34
2017-09-09,negative,-0.6249
2017-09-09,neutral,0.1779
2017-09-09,positive,0.4215
2017-09-09,negative,-0.8416
2017-09-09,neutral,-0.0516
2017-09-09,positive,0.2023
2017-09-09,positive,0.4588
2017-09-09,neutral,0.0
2017-09-09,neutral,0.0
2017-09-09,neutral,0.0
2017-09-09,neutral,0.0
2017-09-09,positive,0.7783
2017-09-09,neutral,0.0
2017-09-09,positive,0.4939
2017-09-09,positive,0.6808
2017-09-09,neutral,-0.128
2017-09-09,neutral,-0.0516
2017-09-09,neutral,0.0
2017-09-09,neutral,0.0
2017-09-09,neutral,0.0
2017-09-09,positive,0.4019
2017-09-09,neutral,0.0
2017-09-09,positive,0.7964
2017-09-09,neutral,0.0
2017-09-09,negative,-0.2263
2017-09-09,positive,0.4767
2017-09-09,neutral,0.0
2017-09-09,neutral,0.0
2017-09-09,negative,-0.2023
2017-09-09,positive,0.296
2017-09-09,neutral,0.0
2017-09-09,positive,0.4404
2017-09-09,negative,-0.5574
2017-09-09,negative,-0.2177
2017-09-09,positive,0.8885
2017-09-09,negative,-0.34
2017-09-09,negative,-0.3818
2017-09-08,neutral,0.0
2017-09-08,negative,-0.6705
2017-09-08,neutral,0.0
2017-09-08,neutral,0.0
2017-09-08,negative,-0.4939
2017-09-08,neutral,0.0
2017-09-08,neutral,0.0
2017-09-08,positive,0.875
2017-09-08,neutral,0.0
2017-09-08,neutral,-0.1298
2017-09-08,neutral,0.0
2017-09-08,negative,-0.83
2017-09-08,negative,-0.2479
2017-09-08,neutral,-0.1027
2017-09-08,negative,-0.6808
2017-09-08,neutral,0.0
2017-09-08,negative,-0.3182
2017-09-08,neutral,0.0
2017-09-08,neutral,-0.1779
2017-09-08,neutral,0.0
2017-09-08,negative,-0.6705
2017-09-08,neutral,0.0
2017-09-08,neutral,0.0
2017-09-08,negative,-0.2732
2017-09-08,positive,0.4767
2017-09-08,neutral,0.0
2017-09-08,positive,0.2023
2017-09-08,negative,-0.6249
2017-09-08,positive,0.2732
2017-09-08,neutral,-0.1531
2017-09-08,negative,-0.5423
2017-09-08,neutral,-0.0772
2017-09-08,negative,-0.4019
2017-09-08,negative,-0.2975
2017-09-08,positive,0.25
2017-09-08,neutral,0.0
2017-09-08,negative,-0.8176
2017-09-08,positive,0.4939
2017-09-08,neutral,0.0
2017-09-08,neutral,0.0258
2017-09-08,positive,0.3947
2017-09-08,negative,-0.6705
2017-09-08,negative,-0.5994
2017-09-08,neutral,0.1779
2017-09-08,neutral,0.0
2017-09-08,negative,-0.34
2017-09-08,positive,0.34
2017-09-08,neutral,-0.1603
2017-09-08,positive,0.4562
2017-09-08,negative,-0.5859
2017-09-08,neutral,0.0772
2017-09-08,positive,0.3612
2017-09-08,neutral,0.0
2017-09-08,neutral,0.0
2017-09-08,neutral,-0.0139
2017-09-08,positive,0.4576
2017-09-08,neutral,0.0
2017-09-08,positive,0.6705
2017-09-08,neutral,0.0
2017-09-08,positive,0.6249
2017-09-08,negative,-0.3612
2017-09-08,positive,0.3818
2017-09-08,positive,0.8271
2017-09-08,positive,0.2732
2017-09-08,neutral,0.0
2017-09-08,positive,0.3818
2017-09-08,positive,0.3612
