date,sentiment
2010-01-01,0.2570073376623377
2010-01-02,0.2484875706540299
2010-01-03,0.2355096997372418
2010-01-04,0.2357203353793757
2010-01-05,0.23411569500215268
2010-01-06,0.23248423607632104
2010-01-07,0.22402696667208605
2010-01-08,0.232313106141907
2010-01-09,0.23364943706957672
2010-01-10,0.2269838432708552
2010-01-11,0.23936306530180212
2010-01-12,0.24500639748759637
2010-01-13,0.2422943037340526
2010-01-14,0.24207596305625909
2010-01-15,0.24050105536671026
2010-01-16,0.24475226835161043
2010-01-17,0.24482272291431673
2010-01-18,0.24121450626152993
2010-01-19,0.24244665016722655
2010-01-20,0.24653421407817475
2010-01-21,0.25812595625429186
2010-01-22,0.26027185064690134
2010-01-23,0.26433725347366266
2010-01-24,0.26500531086708334
2010-01-25,0.2592125207381707
2010-01-26,0.25189765124651775
2010-01-27,0.25205989871535167
2010-01-28,0.2446118898647616
2010-01-29,0.24180932473702732
2010-01-30,0.24162541654015535
2010-01-31,0.24230451264437647
2010-02-01,0.2428379106506675
2010-02-02,0.2427555182069628
2010-02-03,0.24328652901939407
2010-02-04,0.24208608446251653
2010-02-05,0.23769554255072167
2010-02-06,0.2368335575652367
2010-02-07,0.23138822217863408
2010-02-08,0.2227933464869192
2010-02-09,0.22960690171985523
2010-02-10,0.2250306871665793
2010-02-11,0.23578079055245627
2010-02-12,0.23547465952623833
2010-02-13,0.2372250230530308
2010-02-14,0.23131483155866003
2010-02-15,0.2399790689982515
2010-02-16,0.24377689156866447
2010-02-17,0.24423790452787492
2010-02-18,0.23945643053376364
2010-02-19,0.2317832239823086
2010-02-20,0.22528014663580231
2010-02-21,0.22266885337379272
2010-02-22,0.2253129365316827
2010-02-23,0.2183427659707099
2010-02-24,0.21052368410261846
2010-02-25,0.21155539394334633
2010-02-26,0.21514017344434835
2010-02-27,0.20640636895965045
2010-02-28,0.21825874209544632
2010-03-01,0.21729836258912805
2010-03-02,0.21814055763679144
2010-03-03,0.21445783765768583
2010-03-04,0.21639007397227117
2010-03-05,0.22066657026886816
2010-03-06,0.22387072613197284
2010-03-07,0.24671600731559445
2010-03-08,0.2513844299142617
2010-03-09,0.25412179450599054
2010-03-10,0.26368842429274103
2010-03-11,0.2537227179059837
2010-03-12,0.2539891494366964
2010-03-13,0.2588272733410043
2010-03-14,0.2595458285918779
2010-03-15,0.2484269877264933
2010-03-16,0.24561593629556797
2010-03-17,0.24846916895266757
2010-03-18,0.25889397025122385
2010-03-19,0.26249412895172886
2010-03-20,0.26681998111431726
2010-03-21,0.2532657241753514
2010-03-22,0.25066651572556814
2010-03-23,0.25198071931907706
2010-03-24,0.25317193074439015
2010-03-25,0.257585607242479
2010-03-26,0.25264149609085673
2010-03-27,0.2587688817208117
2010-03-28,0.25734254721205396
2010-03-29,0.26409860016184683
2010-03-30,0.2654113980027652
2010-03-31,0.2587629954828069
2010-04-01,0.24936423743546535
2010-04-02,0.24495168735480116
2010-04-03,0.25199231023590746
2010-04-04,0.2520013119500627
2010-04-05,0.25732945336691077
2010-04-06,0.24916117193130496
2010-04-07,0.25353319587802325
2010-04-08,0.255461686382783
2010-04-09,0.25791202327110546
2010-04-10,0.25298050194009564
2010-04-11,0.2548985241545318
2010-04-12,0.2532366512505821
2010-04-13,0.25030347323389557
2010-04-14,0.25715710590972424
2010-04-15,0.2574395265307061
2010-04-16,0.2584378594967451
2010-04-17,0.2539283453854969
2010-04-18,0.24994617644328837
2010-04-19,0.24883546407387175
2010-04-20,0.25634113278934373
2010-04-21,0.24951275675130632
2010-04-22,0.2440509857271383
2010-04-23,0.2441519736382421
2010-04-24,0.24034852747180319
2010-04-25,0.24086423553645003
2010-04-26,0.24469887192527634
2010-04-27,0.24574951699197337
2010-04-28,0.25006253772860315
2010-04-29,0.24864325528272524
2010-04-30,0.2520015661882334
2010-05-01,0.25030947328640085
2010-05-02,0.2550312451951298
2010-05-03,0.2476933972940685
2010-05-04,0.242387196355795
2010-05-05,0.23922962961661132
2010-05-06,0.2415258309137492
2010-05-07,0.2420725806457657
2010-05-08,0.23907363906517534
2010-05-09,0.23786763979408887
2010-05-10,0.23732948952730124
2010-05-11,0.24168759533512874
2010-05-12,0.23800149138543353
2010-05-13,0.23845062226679048
2010-05-14,0.2367800788218729
2010-05-15,0.23530862465343222
2010-05-16,0.23643244619958234
2010-05-17,0.23800367236093606
2010-05-18,0.23895633484682424
2010-05-19,0.23911554074481584
2010-05-20,0.23721875737960946
2010-05-21,0.23801016940214914
2010-05-22,0.23828490811941994
2010-05-23,0.23818477675831903
2010-05-24,0.2369111267158843
2010-05-25,0.2394200828214478
2010-05-26,0.23711370123442516
2010-05-27,0.23701246938542353
2010-05-28,0.2411103773451219
2010-05-29,0.2396743238611212
2010-05-30,0.24129655257278027
2010-05-31,0.2487945601574368
2010-06-01,0.24492597872772431
2010-06-02,0.24651071682881492
2010-06-03,0.2529633952548224
2010-06-04,0.24875785558987787
2010-06-05,0.254941233037908
2010-06-06,0.2499007556560784
2010-06-07,0.2520616950743639
2010-06-08,0.24322360722064798
2010-06-09,0.24246293749597056
2010-06-10,0.23790749024395205
2010-06-11,0.2258393572532987
2010-06-12,0.22681510882013908
2010-06-13,0.21658649229517135
2010-06-14,0.2066930119415346
2010-06-15,0.21081551463041587
2010-06-16,0.21587840784296952
2010-06-17,0.2135241760990764
2010-06-18,0.20964444370799049
2010-06-19,0.20289315841065678
2010-06-20,0.19776819706191864
2010-06-21,0.19935265702501925
2010-06-22,0.19760467783200802
2010-06-23,0.19790358078529915
2010-06-24,0.20362554512596576
2010-06-25,0.20406896510242006
2010-06-26,0.20389438201355034
2010-06-27,0.20830538336965496
2010-06-28,0.21376682755749016
2010-06-29,0.21594359581473965
2010-06-30,0.20712544202143632
2010-07-01,0.2050269774733196
2010-07-02,0.21371931366377092
2010-07-03,0.21664971836055974
2010-07-04,0.2260655570271919
2010-07-05,0.21884360809800296
2010-07-06,0.2147856920658716
2010-07-07,0.21768634885442983
2010-07-08,0.21585018956182678
2010-07-09,0.21822468209986487
2010-07-10,0.2208601283446208
2010-07-11,0.2129901274531938
2010-07-12,0.2060130928226061
2010-07-13,0.20668214830728976
2010-07-14,0.2124158304785441
2010-07-15,0.210240889416104
2010-07-16,0.20491136006270835
2010-07-17,0.2002006708193338
2010-07-18,0.19127860195304475
2010-07-19,0.1930552934800921
2010-07-20,0.19717745507497678
2010-07-21,0.19051518775214168
2010-07-22,0.18906823409392634
2010-07-23,0.18885826389306884
2010-07-24,0.18102931093432634
2010-07-25,0.18334751190606716
2010-07-26,0.18376485329811112
2010-07-27,0.17107327085844984
2010-07-28,0.1644008550841714
2010-07-29,0.16171362326125074
2010-07-30,0.1618320908245952
2010-07-31,0.16314426406441548
2010-08-01,0.16776060935007514
2010-08-02,0.16023828542182095
2010-08-03,0.1527269512050678
2010-08-04,0.15521429199559397
2010-08-05,0.1506117392863617
2010-08-06,0.15350415082746527
2010-08-07,0.15139707708781483
2010-08-08,0.1626672563156438
2010-08-09,0.1616682544443146
2010-08-10,0.16739126627673812
2010-08-11,0.17081549419488054
2010-08-12,0.174443995038651
2010-08-13,0.16699932290395053
2010-08-14,0.16967744511906063
2010-08-15,0.17278742477470244
2010-08-16,0.17694713556074884
2010-08-17,0.18498811271155424
2010-08-18,0.18607671562137168
2010-08-19,0.1915271950134694
2010-08-20,0.1885499413342801
2010-08-21,0.18735813529047424
2010-08-22,0.18317294702826586
2010-08-23,0.18547201898347887
2010-08-24,0.18890110157072015
2010-08-25,0.1864377116608219
2010-08-26,0.18239336269230605
2010-08-27,0.19240735033941933
2010-08-28,0.18977672794770406
2010-08-29,0.18782229998558012
2010-08-30,0.18749732178169282
2010-08-31,0.18443704150182624
2010-09-01,0.17934352248444235
2010-09-02,0.1795594671911566
2010-09-03,0.18088993582685564
2010-09-04,0.1826444549805171
2010-09-05,0.1716606551381031
2010-09-06,0.1674770462011307
2010-09-07,0.16362085596868597
2010-09-08,0.15923312086649402
2010-09-09,0.15809673048154754
2010-09-10,0.1513429989599407
2010-09-11,0.15265417845559787
2010-09-12,0.14563539072225695
2010-09-13,0.14794540867932154
2010-09-14,0.14846522995924466
2010-09-15,0.14886350537013246
2010-09-16,0.1355139529771369
2010-09-17,0.1326045679927371
2010-09-18,0.1311364719997413
2010-09-19,0.13083114411688732
2010-09-20,0.13421080554796566
2010-09-21,0.13486395190695177
2010-09-22,0.1430014186632718
2010-09-23,0.1459340369853051
2010-09-24,0.14484120515550564
2010-09-25,0.13933971727263933
2010-09-26,0.14505153766895776
2010-09-27,0.1382245589013451
2010-09-28,0.13343453789138307
2010-09-29,0.13672763890713868
2010-09-30,0.14513940171687675
2010-10-01,0.13813872127952287
2010-10-02,0.13795134886168736
2010-10-03,0.14611236992317378
2010-10-04,0.14612284301183628
2010-10-05,0.14516188830748034
2010-10-06,0.13645906602273597
2010-10-07,0.1293103605694197
2010-10-08,0.1285680377060045
2010-10-09,0.12307935514781701
2010-10-10,0.12226488760012957
2010-10-11,0.1291400491915688
2010-10-12,0.13246411186192392
2010-10-13,0.12578696050225416
2010-10-14,0.12371788153654456
2010-10-15,0.13470729752611574
2010-10-16,0.13270581654767655
2010-10-17,0.1290447725988479
2010-10-18,0.13170593735108838
2010-10-19,0.13846276523840143
2010-10-20,0.14923732757830435
2010-10-21,0.15811590117466706
2010-10-22,0.16042711117137567
2010-10-23,0.16620878211391765
2010-10-24,0.16068371475659338
2010-10-25,0.15808115895935956
2010-10-26,0.15680732119193497
2010-10-27,0.16072767251932973
2010-10-28,0.16149310856943302
2010-10-29,0.15814680670675538
2010-10-30,0.16064229286943466
2010-10-31,0.15361746975881374
2010-11-01,0.1523933361990032
2010-11-02,0.15062963506651406
2010-11-03,0.1463648814845312
2010-11-04,0.1505687342736991
2010-11-05,0.14978578173121074
2010-11-06,0.1587371357839163
2010-11-07,0.15870193934274973
2010-11-08,0.16436573415261982
2010-11-09,0.168706275239199
2010-11-10,0.17605940934806905
2010-11-11,0.18391905118054763
2010-11-12,0.18096789772578054
2010-11-13,0.18205014888832027
2010-11-14,0.18987695136742944
2010-11-15,0.1895887747238072
2010-11-16,0.19133641459055978
2010-11-17,0.19031933726949432
2010-11-18,0.19130629164930693
2010-11-19,0.19777373783018182
2010-11-20,0.19057809507703188
2010-11-21,0.20139630700052358
2010-11-22,0.20134866422893172
2010-11-23,0.1968893452333335
2010-11-24,0.18396326726073803
2010-11-25,0.18647165091652107
2010-11-26,0.1847224755591758
2010-11-27,0.18767666177792552
2010-11-28,0.19747421237692708
2010-11-29,0.20261245982412013
2010-11-30,0.19918765777578623
2010-12-01,0.20270835078645502
2010-12-02,0.19958997720825278
2010-12-03,0.1951100315929249
2010-12-04,0.1984915578523701
2010-12-05,0.19614201512261287
2010-12-06,0.19221023715436908
2010-12-07,0.1980258944536254
2010-12-08,0.20788964251838962
2010-12-09,0.20664704319482044
2010-12-10,0.2033350379816921
2010-12-11,0.20550541716566734
2010-12-12,0.1976202374925305
2010-12-13,0.19483925448335823
2010-12-14,0.19457142615445663
2010-12-15,0.1902493942273583
2010-12-16,0.18685311725333556
2010-12-17,0.18919325813112026
2010-12-18,0.19055072516799318
2010-12-19,0.18658263290016364
2010-12-20,0.18427659243754163
2010-12-21,0.18535004960076185
2010-12-22,0.1873270666010741
2010-12-23,0.18456910754324618
2010-12-24,0.19970056433546235
2010-12-25,0.1956410680392646
2010-12-26,0.1973199837514137
2010-12-27,0.198339961549286
2010-12-28,0.1992714166379652
2010-12-29,0.20533980963182033
2010-12-30,0.21198874368254833
2010-12-31,0.2137323433422128
2011-01-01,0.22261126925538585
2011-01-02,0.22818756790129502
2011-01-03,0.2260647395248564
2011-01-04,0.22092084877794296
2011-01-05,0.2160056154947544
2011-01-06,0.2117228569809744
2011-01-07,0.2097901051102464
2011-01-08,0.2171420310460706
2011-01-09,0.21938330705094464
2011-01-10,0.22279269887119094
2011-01-11,0.224140514866393
2011-01-12,0.2310116465885636
2011-01-13,0.2320614863206241
2011-01-14,0.2348359985791256
2011-01-15,0.22815109325556762
2011-01-16,0.22191683480042976
2011-01-17,0.23145399940453357
2011-01-18,0.2435227941881551
2011-01-19,0.24711695587701243
2011-01-20,0.2519558125031216
2011-01-21,0.2557210505575671
2011-01-22,0.2549118398659042
2011-01-23,0.25674996771047337
2011-01-24,0.25768576894487594
2011-01-25,0.25719085501762795
2011-01-26,0.2543643486383004
2011-01-27,0.24818308854162263
2011-01-28,0.2449659866991972
2011-01-29,0.24112539939776534
2011-01-30,0.2456139366880689
